Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 68,0.142011834,O=C(C(=O)NCC(F)(F)F)NCc1ccc(cc1)C,C12H13F3N2O2,274.24,19,6,0.33,7,5,2,61.8,58.2,2.22,2.22,2.4,1.45,2.37,2.13,-2.71,0.534,0.00195,Soluble,-3.08,0.23,0.000837,Soluble,-4.48,0.00906,3.3e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.4,0,0,0,0,0,0.55,0,1,0,1.58
Molecule 69,0.170779221,CC(c1ccccc1)NC(=O)C(=O)NCCC(C)C,C15H22N2O2,262.35,19,6,0.47,8,2,2,75.87,58.2,3.01,2.83,1.7,1.83,2.45,2.37,-2.96,0.291,0.00111,Soluble,-3.71,0.0511,0.000195,Soluble,-4.47,0.00891,3.4e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-5.89,0,0,0,0,0,0.55,0,1,1,2.1
Molecule 70,0.183646982,CC(c1ccccc1)NC(=O)C(=O)NCCCOC(C)C,C16H24N2O3,292.37,21,6,0.5,10,3,2,81.76,67.43,3.19,2.16,1.47,1.25,2.42,2.1,-2.56,0.796,0.00272,Soluble,-3.21,0.181,0.000618,Soluble,-4.6,0.00728,2.49e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.55,0,0,0,0,0,0.55,0,1,1,2.49
Molecule 71,0.167429693,OCCNC(=O)C(=O)NC(c1ccccc1)C,C12H16N2O3,236.27,17,6,0.33,7,3,3,62.61,78.43,2.01,0.46,-0.35,0.21,0.84,0.64,-1.39,9.54,0.0404,Very soluble,-1.68,4.99,0.0211,Very soluble,-3.08,0.198,0.000839,Soluble,High,No,No,No,No,No,No,No,-7.41,0,0,0,0,0,0.55,0,1,1,1.98
Molecule 72,0.226718048,O=C(C(=O)NC(c1ccccc1)C)NCC1CCCO1,C15H20N2O3,276.33,20,6,0.47,7,3,2,74.84,67.43,2.88,1.55,0.83,0.61,1.88,1.55,-2.29,1.42,0.00513,Soluble,-2.58,0.734,0.00266,Soluble,-3.86,0.0385,0.000139,Soluble,High,No,No,Yes,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,1,0,2.73
Molecule 73,0.216613419,CN1CCN(CC1)NC(=O)C(=O)NC(c1ccccc1)C,C15H22N4O2,290.36,21,6,0.47,6,4,2,87.38,64.68,2.7,1.19,-0.94,0.61,0.27,0.76,-2.21,1.81,0.00623,Soluble,-2.14,2.08,0.00717,Soluble,-3.0,0.293,0.00101,Soluble,High,No,No,No,No,No,No,No,-7.23,0,1,0,0,0,0.55,0,1,0,2.92
Molecule 74,0.172951886,CC(c1ccccc1)NC(=O)C(=O)NCC(F)(F)F,C12H13F3N2O2,274.24,19,6,0.33,7,5,2,61.64,58.2,2.32,2.26,2.48,1.45,2.06,2.11,-2.74,0.504,0.00184,Soluble,-3.12,0.209,0.000761,Soluble,-4.12,0.0206,7.52e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.37,0,0,0,0,0,0.55,0,1,0,1.98
Molecule 75,0.226332288,Cc1nnc(o1)CNC(=O)C(=O)NC(c1ccccc1)C,C14H16N4O3,288.3,21,11,0.29,7,5,2,73.95,97.12,2.38,0.9,0.4,0.17,1.46,1.06,-2.12,2.19,0.00758,Soluble,-2.52,0.861,0.00299,Soluble,-4.61,0.00714,2.48e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.42,0,0,0,0,0,0.55,0,1,0,2.81
Molecule 76,0.139273927,CC(OCCCNC(=O)C(=O)NCCc1ccccc1)C,C16H24N2O3,292.37,21,6,0.5,11,3,2,81.76,67.43,3.32,2.22,1.28,1.25,2.59,2.13,-2.54,0.85,0.00291,Soluble,-3.27,0.157,0.000536,Soluble,-4.98,0.00308,1.05e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.51,0,0,1,0,0,0.55,0,1,1,2.14
Molecule 77,0.197460317,Cc1nnc(o1)CNC(=O)C(=O)NCCc1ccccc1,C14H16N4O3,288.3,21,11,0.29,8,5,2,73.95,97.12,2.47,0.97,0.2,0.17,1.63,1.09,-2.1,2.3,0.00798,Soluble,-2.6,0.729,0.00253,Soluble,-4.98,0.00302,1.05e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.37,0,0,0,0,0,0.55,0,1,1,2.41
Molecule 79,0.219908913,COc1cccc(c1)NC(=O)C(=O)NCCCOC(C)C,C15H22N2O4,294.35,21,6,0.47,10,4,2,80.18,76.66,3.14,1.79,1.37,0.73,1.89,1.78,-2.34,1.33,0.00453,Soluble,-3.02,0.282,0.000958,Soluble,-4.3,0.0149,5.06e-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,1,1,2.34
Molecule 80,0.285446596,COc1ccccc1NC(=O)C(=O)NCc1nnc(o1)C,C13H14N4O4,290.27,21,11,0.23,7,6,2,72.36,106.35,2.56,0.54,0.3,-0.35,0.94,0.8,-1.91,3.61,0.0124,Very soluble,-2.34,1.31,0.00452,Soluble,-4.3,0.0146,5.04e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.69,0,0,0,0,0,0.55,0,1,0,2.48
Molecule 81,0.164928292,CC(OCCCNC(=O)C(=O)NCc1ccc(cc1)F)C,C15H21FN2O3,296.34,21,6,0.47,10,4,2,76.91,67.43,3.2,1.85,1.64,1.4,2.64,2.14,-2.39,1.2,0.00403,Soluble,-2.89,0.384,0.0013,Soluble,-4.85,0.00418,1.41e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.79,0,0,0,0,0,0.55,0,1,1,2.08
Molecule 82,0.15394651,Fc1ccc(cc1)CNC(=O)C(=O)NCC(F)(F)F,C11H10F4N2O2,278.2,19,6,0.27,7,6,2,56.79,58.2,2.22,1.96,2.65,1.58,2.31,2.14,-2.57,0.746,0.00268,Soluble,-2.81,0.434,0.00156,Soluble,-4.37,0.0118,4.25e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.61,0,0,0,0,0,0.55,0,1,0,1.63
Molecule 83,0.205678233,Fc1ccc(cc1)CNC(=O)C(=O)NCc1nnc(o1)C,C13H13FN4O3,292.27,21,11,0.23,7,6,2,69.1,97.12,2.49,0.6,0.57,0.3,1.69,1.13,-1.96,3.24,0.0111,Very soluble,-2.21,1.79,0.00612,Soluble,-4.85,0.0041,1.4e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.66,0,0,0,0,0,0.55,0,1,0,2.34
Molecule 84,0.161629435,Fc1ccc(cc1)OCCNC(=O)C(=O)NC1CC1,C13H15FN2O3,266.27,19,6,0.38,8,4,2,65.62,67.43,2.44,1.57,0.96,0.76,1.76,1.5,-2.19,1.74,0.00652,Soluble,-2.6,0.674,0.00253,Soluble,-3.83,0.0395,0.000148,Soluble,High,No,No,No,No,No,No,No,-6.81,0,0,0,0,0,0.55,0,1,1,2.01
Molecule 85,0.172303765,O=C(C(=O)NC1CC1)NCc1nnc(o1)C,C9H12N4O3,224.22,16,5,0.56,6,5,2,52.15,97.12,1.7,-0.44,-0.94,-1.0,0.27,-0.08,-0.79,36.5,0.163,Very soluble,-1.13,16.5,0.0734,Very soluble,-2.27,1.22,0.00542,Soluble,High,No,No,No,No,No,No,No,-7.98,0,1,0,0,0,0.55,0,1,1,2.37
Molecule 87,0.121854305,CCCCNC(=O)C(=O)NCCC1=CCCCC1,C14H24N2O2,252.35,18,0,0.71,9,2,2,72.83,58.2,3.11,2.55,1.91,1.36,2.48,2.28,-2.42,0.966,0.00383,Soluble,-3.42,0.096,0.000381,Soluble,-3.71,0.0486,0.000193,Soluble,High,Yes,No,No,No,No,No,No,-6.03,0,0,0,0,0,0.55,0,2,1,2.94
Molecule 88,0.144736842,CC(OCCCNC(=O)C(=O)NCCC1=CCCCC1)C,C16H28N2O3,296.41,21,0,0.75,11,3,2,83.53,67.43,3.38,2.31,1.92,1.04,2.68,2.27,-2.41,1.16,0.00392,Soluble,-3.36,0.128,0.000432,Soluble,-3.88,0.0393,0.000133,Soluble,High,Yes,Yes,No,No,No,No,No,-6.47,0,0,1,0,0,0.55,0,2,1,3.14
Molecule 89,0.130952381,OCCCNC(=O)C(=O)NCCC1=CCCCC1,C13H22N2O3,254.33,18,0,0.69,9,3,3,69.18,78.43,2.55,0.97,0.49,0.27,1.5,1.15,-1.43,9.36,0.0368,Very soluble,-2.2,1.59,0.00624,Soluble,-2.75,0.449,0.00177,Soluble,High,No,Yes,No,No,No,No,No,-7.16,0,0,0,0,0,0.55,0,2,1,2.86
Molecule 90,0.142857143,CC(CNC(=O)C(=O)NCCC1=CCCCC1)O,C13H22N2O3,254.33,18,0,0.69,8,3,3,69.18,78.43,2.74,1.05,0.49,0.27,1.33,1.17,-1.55,7.16,0.0282,Very soluble,-2.29,1.31,0.00515,Soluble,-2.38,1.06,0.00418,Soluble,High,No,Yes,No,No,No,No,No,-7.11,0,0,0,0,0,0.55,0,2,1,3.33
Molecule 91,0.162943495,CCC(NC(=O)C(=O)NCCC1=CCCCC1)CO,C14H24N2O3,268.35,19,0,0.71,9,3,3,73.99,78.43,2.57,1.57,0.88,0.53,1.72,1.45,-1.9,3.39,0.0126,Very soluble,-2.83,0.399,0.00149,Soluble,-2.78,0.445,0.00166,Soluble,High,No,Yes,No,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,2,1,3.4
Molecule 92,0.155657292,COC(CNC(=O)C(=O)NCCC1=CCCCC1)OC,C14H24N2O4,284.35,20,0,0.71,10,4,2,75.0,76.66,3.21,1.17,0.73,0.12,1.44,1.34,-1.68,5.94,0.0209,Very soluble,-2.38,1.2,0.00422,Soluble,-2.81,0.437,0.00154,Soluble,High,No,Yes,No,No,No,No,No,-7.2,0,0,0,0,0,0.55,0,3,1,3.06
Molecule 93,0.186813187,CN1CCN(CC1)NC(=O)C(=O)NCCC1=CCCCC1,C15H26N4O2,294.39,21,0,0.73,7,4,2,89.14,64.68,3.06,1.34,-0.49,0.79,0.53,1.05,-2.05,2.64,0.00897,Soluble,-2.3,1.48,0.00501,Soluble,-2.27,1.58,0.00537,Soluble,High,No,Yes,No,No,No,No,No,-7.14,0,1,0,0,0,0.55,0,2,0,3.44
Molecule 94,0.26984127,Cc1nnc(o1)CNC(=O)C(=O)Nc1ccccc1Cl,C12H11ClN4O3,294.69,20,11,0.17,6,5,2,70.88,97.12,2.5,1.2,0.94,0.44,1.54,1.32,-2.43,1.08,0.00368,Soluble,-2.84,0.43,0.00146,Soluble,-4.78,0.00485,1.64e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-7.25,0,0,0,0,0,0.55,0,1,0,2.43
Molecule 95,0.123670213,O=C(C(=O)NCC(F)(F)F)NCCN1CCOCC1,C10H16F3N3O3,283.25,19,0,0.8,8,7,2,62.16,70.67,2.16,0.03,-0.01,-0.86,0.69,0.4,-1.09,23.2,0.0818,Very soluble,-1.07,24.3,0.0858,Very soluble,-2.16,1.94,0.00685,Soluble,High,No,Yes,No,No,No,No,No,-8.01,0,0,0,0,0,0.55,0,1,1,2.23
Molecule 98,0.180619644,CCOCCCNC(=O)C(=O)Nc1ccc(cc1)N(C)C,C15H23N3O3,293.36,21,6,0.47,10,3,2,83.08,70.67,2.95,1.51,1.04,0.73,1.29,1.5,-2.16,2.02,0.00689,Soluble,-2.6,0.733,0.0025,Soluble,-4.25,0.0166,5.65e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.02,0,0,0,0,0,0.55,1,1,1,2.18
Molecule 99,0.226692209,CCOCCCNC(=O)C(=O)Nc1ccccc1SC,C14H20N2O3S,296.39,20,6,0.43,10,3,2,80.6,92.73,2.75,1.82,1.7,1.28,2.21,1.95,-2.39,1.22,0.00411,Soluble,-3.39,0.122,0.00041,Soluble,-4.63,0.00688,2.32e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.82,0,0,0,0,0,0.55,0,1,1,2.4
Molecule 100,0.185546875,CCOCCCNC(=O)C(=O)NCc1ccccc1Cl,C14H19ClN2O3,298.77,20,6,0.43,10,3,2,77.16,67.43,3.1,1.95,1.35,1.27,2.62,2.06,-2.48,0.983,0.00329,Soluble,-2.99,0.305,0.00102,Soluble,-5.16,0.00209,6.98e-06,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.74,0,0,0,0,0,0.55,0,1,1,2.06
Molecule 101,0.164736165,O=C(C(=O)NCCn1ccnc1C)NC(C)(C)C,C12H20N4O2,252.31,18,5,0.58,7,3,2,68.15,76.02,2.08,0.36,0.22,-0.54,0.5,0.52,-1.37,10.6,0.0422,Very soluble,-1.52,7.6,0.0301,Very soluble,-2.82,0.379,0.0015,Soluble,High,No,No,No,No,No,No,No,-7.58,0,0,0,0,0,0.55,0,1,0,2.34
Molecule 102,0.202531646,Cc1nn(c(c1)C)CCNC(=O)C(=O)NC(C)(C)C,C13H22N4O2,266.34,19,5,0.62,7,3,2,73.11,76.02,2.73,0.98,0.53,0.13,1.03,1.08,-1.84,3.84,0.0144,Very soluble,-2.16,1.82,0.00685,Soluble,-3.21,0.165,0.000621,Soluble,High,No,No,No,No,No,No,No,-7.23,0,0,0,0,0,0.55,0,1,0,2.47
Molecule 104,0.140156454,O=C(C(=O)NCCc1cccs1)NC(C)(C)C,C12H18N2O2S,254.35,17,5,0.5,7,2,2,68.98,86.44,2.72,1.91,1.32,0.69,2.67,1.86,-2.38,1.07,0.00421,Soluble,-3.35,0.114,0.000448,Soluble,-3.69,0.0517,0.000203,Soluble,High,No,No,Yes,Yes,No,No,No,-6.5,0,0,0,0,0,0.55,0,1,0,2.36
Molecule 107,0.100595632,COC(CNC(=O)C(=O)NCC(C)C)OC,C10H20N2O4,232.28,16,0,0.8,9,4,2,58.36,76.66,2.77,0.45,-0.51,-0.49,0.25,0.49,-0.97,24.9,0.107,Very soluble,-1.63,5.47,0.0235,Very soluble,-1.82,3.48,0.015,Soluble,High,No,No,Yes,No,No,No,No,-7.4,0,1,0,0,0,0.55,0,2,2,2.14
Molecule 108,0.10859427,CC(CNC(=O)C(=O)NCCCN1CCOCC1)C,C13H25N3O3,271.36,19,0,0.85,9,4,2,76.39,70.67,2.86,0.6,-0.78,-0.45,1.0,0.65,-1.31,13.4,0.0494,Very soluble,-1.66,5.97,0.022,Very soluble,-2.51,0.839,0.00309,Soluble,High,No,Yes,No,No,No,No,No,-7.53,0,1,0,0,0,0.55,0,1,1,2.33
Molecule 109,0.136363636,CC(CNC(=O)C(=O)NCC1CCCO1)C,C11H20N2O3,228.29,16,0,0.82,7,3,2,59.97,67.43,3.05,0.99,0.05,-0.19,1.03,0.99,-1.42,8.74,0.0383,Very soluble,-1.99,2.31,0.0101,Very soluble,-2.14,1.65,0.00724,Soluble,High,No,No,No,No,No,No,No,-6.99,0,0,0,0,0,0.55,0,1,1,2.54
Molecule 110,0.11627907,CC(CNC(=O)C(=O)NCCCN1CCCC1=O)C,C13H23N3O3,269.34,19,0,0.77,9,3,2,75.51,78.51,2.75,0.5,-0.49,-0.14,1.07,0.74,-1.23,15.8,0.0588,Very soluble,-1.72,5.15,0.0191,Very soluble,-2.66,0.592,0.0022,Soluble,High,No,Yes,No,No,No,No,No,-7.59,0,1,0,0,0,0.55,0,1,1,2.13
Molecule 111,0.130633573,CC(CNC(=O)C(=O)NN1CCN(CC1)C)C,C11H22N4O2,242.32,17,0,0.82,6,4,2,72.5,64.68,2.47,0.62,-1.72,-0.19,-0.54,0.13,-1.34,11.2,0.046,Very soluble,-1.55,6.78,0.028,Very soluble,-1.28,12.6,0.0519,Soluble,High,No,No,No,No,No,No,No,-7.34,0,1,0,0,0,0.55,0,1,1,2.77
Molecule 112,0.087765957,CC(CNC(=O)C(=O)NCC(F)(F)F)C,C8H13F3N2O2,226.2,15,0,0.75,7,5,2,46.76,58.2,2.0,1.69,1.7,0.59,1.17,1.43,-1.85,3.23,0.0143,Very soluble,-2.53,0.672,0.00297,Soluble,-2.41,0.884,0.00391,Soluble,High,Yes,No,No,No,No,No,No,-6.48,0,0,0,0,0,0.55,0,1,1,1.7
Molecule 113,0.170103093,COCCNC(=O)C(=O)NCCn1ccnc1C,C11H18N4O3,254.29,18,5,0.55,9,4,2,64.39,85.25,2.03,-0.78,-0.93,-1.63,0.01,-0.26,-0.54,73.9,0.291,Very soluble,-0.53,74.7,0.294,Very soluble,-2.55,0.717,0.00282,Soluble,High,No,No,No,No,No,No,No,-8.4,0,1,0,0,0,0.55,0,1,1,2.38
Molecule 114,0.209390863,COCCNC(=O)C(=O)NCCn1nc(cc1C)C,C12H20N4O3,268.31,19,5,0.58,9,4,2,69.35,85.25,2.37,-0.16,-0.62,-0.94,0.53,0.24,-1.0,26.6,0.0992,Very soluble,-1.18,17.9,0.0668,Very soluble,-2.93,0.312,0.00116,Soluble,High,No,Yes,No,No,No,No,No,-8.05,0,1,0,0,0,0.55,0,1,1,2.48
Molecule 117,0.098065377,COCCNC(=O)C(=O)NCCCOC(C)C,C11H22N2O4,246.3,17,0,0.82,11,4,2,63.16,76.66,2.4,0.11,-0.32,-0.61,0.83,0.48,-0.71,48.0,0.195,Very soluble,-1.28,13.1,0.0531,Very soluble,-2.6,0.616,0.0025,Soluble,High,No,No,Yes,No,No,No,No,-7.72,0,0,1,0,0,0.55,0,1,2,2.28
Molecule 121,0.141067897,COCCNC(=O)C(=O)NCCC1=CCCCC1,C13H22N2O3,254.33,18,0,0.69,9,3,2,69.11,67.43,2.9,1.15,0.76,0.27,1.65,1.34,-1.55,7.21,0.0284,Very soluble,-2.16,1.76,0.00691,Soluble,-3.05,0.226,0.000889,Soluble,High,No,Yes,No,No,No,No,No,-7.03,0,0,0,0,0,0.55,0,2,1,2.85
Molecule 122,0.133952255,COCCNC(=O)C(=O)NCCCc1ccccc1,C14H20N2O3,264.32,19,6,0.43,10,3,2,72.15,67.43,2.65,1.42,0.5,0.75,1.95,1.45,-1.95,2.99,0.0113,Very soluble,-2.44,0.958,0.00362,Soluble,-4.55,0.00742,2.81e-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.9,0,0,0,0,0,0.55,0,1,1,1.84
Molecule 123,0.134219269,COCCNC(=O)C(=O)NCCCN1CCCC1=O,C12H21N3O4,271.31,19,0,0.75,10,4,2,71.78,87.74,1.95,-0.98,-1.5,-1.21,0.42,-0.27,-0.24,154.0,0.569,Very soluble,-0.38,114.0,0.42,Very soluble,-2.37,1.16,0.00429,Soluble,High,No,Yes,No,No,No,No,No,-8.65,0,1,0,0,0,0.55,0,1,1,2.24
Molecule 124,0.184092367,COCCNC(=O)C(=O)NCc1ccc(cc1F)F,C12H14F2N2O3,272.25,19,6,0.33,8,5,2,62.45,67.43,2.48,0.8,1.03,1.02,2.07,1.48,-1.74,4.98,0.0183,Very soluble,-1.8,4.34,0.0159,Very soluble,-4.3,0.0137,5.02e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-7.39,0,0,0,0,0,0.55,0,1,1,1.98
Molecule 125,0.094062708,COCCNC(=O)C(=O)NCC(F)(F)F,C7H11F3N2O3,228.17,15,0,0.71,8,6,2,43.04,67.43,1.9,0.22,0.69,-0.55,0.6,0.57,-0.87,31.1,0.136,Very soluble,-1.2,14.5,0.0637,Very soluble,-2.12,1.74,0.00764,Soluble,High,No,No,No,No,No,No,No,-7.54,0,0,0,0,0,0.55,0,1,2,1.9
Molecule 126,0.244360902,O=C(C(=O)NCCn1ccnc1C)Nc1cccnc1,C13H15N5O2,273.29,20,11,0.23,7,4,2,72.7,88.91,1.57,-0.14,0.15,-1.05,0.34,0.17,-1.39,11.1,0.0406,Very soluble,-1.27,14.6,0.0533,Very soluble,-3.75,0.0484,0.000177,Soluble,High,No,No,No,No,No,No,No,-8.07,0,0,0,0,0,0.55,0,1,0,2.44
Molecule 127,0.21875,Fc1ccc(cc1)CCNC(=O)C(=O)Nc1cccnc1,C15H14FN3O2,287.29,21,12,0.13,7,4,2,75.61,71.09,2.2,1.8,1.75,1.03,2.32,1.82,-2.72,0.552,0.00192,Soluble,-2.91,0.352,0.00122,Soluble,-5.63,0.00068,2.37e-06,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.77,0,0,0,0,0,0.55,0,1,0,2.15
Molecule 128,0.247809762,Fc1ccc(c(c1)F)CNC(=O)C(=O)Nc1cccnc1,C14H11F2N3O2,291.25,21,12,0.07,6,5,2,70.76,71.09,2.33,1.43,2.11,1.18,2.38,1.88,-2.57,0.778,0.00267,Soluble,-2.53,0.864,0.00296,Soluble,-5.5,0.000923,3.17e-06,Moderately soluble,High,Yes,No,No,No,No,No,No,-7.06,0,0,0,0,0,0.55,0,1,0,2.16
Molecule 129,0.224334601,O=C(C(=O)NCCc1cccs1)Nc1cccnc1,C13H13N3O2S,275.33,19,11,0.15,7,3,2,73.53,99.33,2.29,1.41,1.25,0.16,2.53,1.53,-2.4,1.09,0.00397,Soluble,-3.1,0.219,0.000794,Soluble,-4.62,0.00659,2.39e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.98,0,0,0,0,0,0.55,0,1,0,2.35
Molecule 130,0.285625389,Clc1ccc(nc1)NC(=O)C(=O)NCc1nnc(o1)C,C11H10ClN5O3,295.68,20,11,0.18,6,6,2,68.68,110.01,1.84,0.46,0.34,-0.22,1.02,0.69,-1.97,3.14,0.0106,Very soluble,-2.34,1.36,0.00458,Soluble,-4.41,0.0115,3.88e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.78,0,0,0,0,0,0.55,0,1,0,2.5
Molecule 131,0.291021672,Cc1cccc(n1)NC(=O)C(=O)NCCn1ccnc1C,C14H17N5O2,287.32,21,11,0.29,7,4,2,77.67,88.91,1.45,0.59,0.46,-0.38,0.85,0.59,-1.92,3.46,0.0121,Very soluble,-2.03,2.68,0.00932,Soluble,-4.13,0.0211,7.35e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.63,0,0,0,0,0,0.55,0,1,0,2.49
Molecule 132,0.271814187,Cc1cccc(n1)NC(=O)C(=O)NCCc1cccs1,C14H15N3O2S,289.35,20,11,0.21,7,3,2,78.5,99.33,2.3,2.14,1.56,0.83,3.04,1.97,-2.93,0.342,0.00118,Soluble,-3.86,0.0401,0.000139,Soluble,-5.0,0.00287,9.93e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.55,0,0,0,0,0,0.55,0,1,0,2.47
Molecule 133,0.236679058,O=C(C(=O)NCCn1ccnc1C)Nc1nccs1,C11H13N5O2S,279.32,19,10,0.27,7,4,2,70.58,117.15,1.55,0.29,0.21,-1.16,1.0,0.38,-1.68,5.81,0.0208,Very soluble,-2.31,1.36,0.00487,Soluble,-3.02,0.267,0.000957,Soluble,High,No,No,No,No,No,No,No,-7.8,0,0,0,0,0,0.55,0,1,0,2.83
Molecule 134,0.217827997,O=C(C(=O)Nc1nccs1)NCCc1cccs1,C11H11N3O2S2,281.35,18,10,0.18,7,3,2,71.41,127.57,2.09,1.85,1.31,0.05,3.19,1.7,-2.7,0.563,0.002,Soluble,-4.15,0.0199,7.08e-05,Moderately soluble,-3.89,0.0364,0.000129,Soluble,High,No,No,Yes,Yes,No,No,No,-6.7,0,0,0,0,0,0.55,0,1,0,2.7
Molecule 135,0.311111111,N#Cc1cccc(c1)C(=O)N(C1CC1)Cc1cccn1C,C17H17N3O,279.34,21,11,0.29,5,2,0,80.29,49.03,2.5,1.93,2.49,1.59,2.36,2.17,-2.85,0.399,0.00143,Soluble,-2.58,0.729,0.00261,Soluble,-4.06,0.0243,8.71e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,No,-6.63,0,0,0,0,0,0.55,0,0,0,2.14
Molecule 136,0.243949045,N#Cc1ccc(cc1)C(=O)N(C1CC1)Cc1cscc1,C16H14N2OS,282.36,20,11,0.25,5,2,0,78.92,72.34,2.73,2.83,3.21,2.2,4.02,3.0,-3.45,0.1,0.000354,Soluble,-4.01,0.0278,9.84e-05,Moderately soluble,-4.55,0.00787,2.79e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.01,0,0,0,0,0,0.55,0,0,0,2.31
Molecule 137,0.218030691,COCCNC(=O)C(=O)NCC(c1ccc(o1)C)O,C12H18N2O5,270.28,19,5,0.5,9,5,3,65.73,100.8,2.34,-0.55,-0.82,-1.75,0.71,-0.02,-0.77,45.9,0.17,Very soluble,-1.1,21.6,0.0799,Very soluble,-2.82,0.413,0.00153,Soluble,High,No,Yes,No,No,No,No,No,-8.34,0,1,0,0,0,0.55,0,1,1,3.19
Molecule 138,0.283449588,Cc1ccc(o1)C(CNC(=O)C(=O)Nc1ccccc1)O,C15H16N2O4,288.3,21,11,0.2,7,4,3,76.25,91.57,2.16,1.15,0.86,-0.14,1.57,1.12,-2.28,1.52,0.00528,Soluble,-2.67,0.62,0.00215,Soluble,-4.39,0.0118,4.08e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.24,0,0,0,0,0,0.55,0,1,0,3.08
Molecule 141,0.227329975,COCCNC(=O)C(=O)NCC(c1cccn1C)O,C12H19N3O4,269.3,19,5,0.5,9,4,3,67.75,92.59,2.03,-1.28,-1.39,-1.75,-0.2,-0.52,-0.3,134.0,0.497,Very soluble,-0.17,183.0,0.68,Very soluble,-1.99,2.77,0.0103,Soluble,High,No,Yes,No,No,No,No,No,-8.85,0,1,0,0,0,0.55,0,1,1,2.71
Molecule 142,0.306511057,O=C(C(=O)Nc1ccon1)NCC(c1cccn1C)O,C12H14N4O4,278.26,20,10,0.25,7,5,3,68.33,109.39,1.52,-0.79,-0.71,-1.26,-0.49,-0.35,-0.98,29.4,0.106,Very soluble,-1.03,26.1,0.0936,Very soluble,-2.4,1.1,0.00394,Soluble,High,No,No,No,No,No,No,No,-8.56,0,1,0,0,0,0.55,0,1,0,3.09
Molecule 143,0.259862242,O=C(C(=O)NCC(c1cccn1C)O)NC1CCCC1,C14H21N3O3,279.33,20,5,0.57,7,3,3,74.17,83.36,2.24,0.14,-0.09,-0.42,0.5,0.47,-1.38,11.6,0.0414,Very soluble,-1.45,9.98,0.0357,Very soluble,-2.2,1.75,0.00625,Soluble,High,No,Yes,No,No,No,No,No,-7.9,0,0,0,0,0,0.55,0,1,0,2.8
Molecule 144,0.288220551,O=C(C(=O)NCC(c1cccn1C)O)Nc1ccccc1,C15H17N3O3,287.31,21,11,0.2,7,3,3,78.27,83.36,1.07,0.43,0.3,-0.14,0.65,0.46,-1.82,4.37,0.0152,Very soluble,-1.75,5.13,0.0179,Very soluble,-3.56,0.079,0.000275,Soluble,High,No,No,No,No,No,No,No,-7.75,0,0,0,0,0,0.55,0,1,0,2.68
